SNO,TYPE1,TYPE2,ZIPCODE,SIDO,SIGUNGU,DONG,BUNJITYPE,STARTBUNJI,ENDBUNJI,DRIVER
30910,지청,서울북부지청,1613,서울특별시,노원구,상계동,0,1027,1118,D-022
30911,지청,서울북부지청,1614,서울특별시,노원구,상계동,0,1054,1271,D-022
30912,지청,서울북부지청,1615,서울특별시,노원구,상계동,0,922,1302,D-022
30913,지청,서울북부지청,1616,서울특별시,노원구,상계동,0,962,1040,D-022
30914,지청,서울북부지청,1617,서울특별시,노원구,상계동,0,624,624,D-022
30915,지청,서울북부지청,1618,서울특별시,노원구,상계동,0,620,624,D-022
30916,지청,서울북부지청,1619,서울특별시,노원구,상계동,0,652,659,D-022
30917,지청,서울북부지청,1620,서울특별시,노원구,상계동,0,650,651,D-022
30918,지청,서울북부지청,1621,서울특별시,노원구,상계동,0,1167,1264,D-023
30920,지청,서울북부지청,1622,서울특별시,노원구,상계동,0,9,1250,D-023
30922,지청,서울북부지청,1623,서울특별시,노원구,상계동,0,1265,1266,D-023
30923,지청,서울북부지청,1624,서울특별시,노원구,상계동,0,1263,1269,D-023
30924,지청,서울북부지청,1625,서울특별시,노원구,상계동,0,1115,1132,D-023
30925,지청,서울북부지청,1626,서울특별시,노원구,상계동,0,996,1317,D-023
30926,지청,서울북부지청,1627,서울특별시,노원구,상계동,0,996,1278,D-023
30928,지청,서울북부지청,1628,서울특별시,노원구,상계동,0,995,1011,D-023
30929,지청,서울북부지청,1629,서울특별시,노원구,상계동,0,994,1307,D-023
30930,지청,서울북부지청,1630,서울특별시,노원구,상계동,0,1019,1306,D-023
30932,지청,서울북부지청,1631,서울특별시,노원구,상계동,0,964,1295,D-023
30933,지청,서울북부지청,1632,서울특별시,노원구,상계동,0,1,152,D-023
30935,지청,서울북부지청,1633,서울특별시,노원구,상계동,0,5,63,D-023
30937,지청,서울북부지청,1634,서울특별시,노원구,상계동,0,50,1320,D-023
30938,지청,서울북부지청,1635,서울특별시,노원구,상계동,0,111,111,D-023
30939,지청,서울북부지청,1636,서울특별시,노원구,상계동,0,58,113,D-023
30941,지청,서울북부지청,1637,서울특별시,노원구,상계동,0,65,111,D-023
30942,지청,서울북부지청,1638,서울특별시,노원구,상계동,0,65,1321,D-023
30943,지청,서울북부지청,1639,서울특별시,노원구,상계동,0,58,142,D-023
30945,지청,서울북부지청,1640,서울특별시,노원구,상계동,0,83,140,D-023
30946,지청,서울북부지청,1641,서울특별시,노원구,상계동,0,5,71,D-023
30948,지청,서울북부지청,1642,서울특별시,노원구,상계동,0,71,72,D-024
30950,지청,서울북부지청,1643,서울특별시,노원구,상계동,0,37,111,D-024
30951,지청,서울북부지청,1644,서울특별시,노원구,상계동,0,68,77,D-024
30953,지청,서울북부지청,1645,서울특별시,노원구,상계동,0,107,1275,D-024
30955,지청,서울북부지청,1646,서울특별시,노원구,상계동,0,76,1294,D-024
30956,지청,서울북부지청,1647,서울특별시,노원구,상계동,0,96,1286,D-024
30957,지청,서울북부지청,1648,서울특별시,노원구,상계동,0,79,1292,D-024
30958,지청,서울북부지청,1649,서울특별시,노원구,상계동,0,1289,1290,D-024
30959,지청,서울북부지청,1650,서울특별시,노원구,상계동,0,1276,1276,D-024
30960,지청,서울북부지청,1651,서울특별시,노원구,상계동,0,463,463,D-024
30961,지청,서울북부지청,1652,서울특별시,노원구,상계동,0,134,1270,D-024
30962,지청,서울북부지청,1653,서울특별시,노원구,상계동,0,134,135,D-024
30963,지청,서울북부지청,1654,서울특별시,노원구,상계동,0,458,463,D-024
30964,지청,서울북부지청,1655,서울특별시,노원구,상계동,0,135,456,D-024
30965,지청,서울북부지청,1656,서울특별시,노원구,상계동,0,451,456,D-024
30966,지청,서울북부지청,1657,서울특별시,노원구,상계동,0,134,149,D-024
30967,지청,서울북부지청,1658,서울특별시,노원구,상계동,0,137,142,D-024
30968,지청,서울북부지청,1659,서울특별시,노원구,상계동,0,138,142,D-024
30969,지청,서울북부지청,1660,서울특별시,노원구,상계동,0,140,156,D-024
30970,지청,서울북부지청,1661,서울특별시,노원구,상계동,0,172,172,D-024
30972,지청,서울북부지청,1663,서울특별시,노원구,상계동,0,156,173,D-025
30973,지청,서울북부지청,1664,서울특별시,노원구,상계동,0,155,156,D-025
30974,지청,서울북부지청,1665,서울특별시,노원구,상계동,0,143,156,D-025
30975,지청,서울북부지청,1666,서울특별시,노원구,상계동,0,135,451,D-025
30976,지청,서울북부지청,1667,서울특별시,노원구,상계동,0,153,169,D-025
30977,지청,서울북부지청,1668,서울특별시,노원구,상계동,0,155,169,D-025
30978,지청,서울북부지청,1669,서울특별시,노원구,상계동,0,626,630,D-025
30979,지청,서울북부지청,1670,서울특별시,노원구,상계동,0,632,993,D-025
30981,지청,서울북부지청,1671,서울특별시,노원구,상계동,0,638,640,D-025
30982,지청,서울북부지청,1672,서울특별시,노원구,상계동,0,635,645,D-025
30984,지청,서울북부지청,1673,서울특별시,노원구,상계동,0,647,647,D-025
30985,지청,서울북부지청,1674,서울특별시,노원구,상계동,0,649,650,D-025
30986,지청,서울북부지청,1675,서울특별시,노원구,상계동,0,664,856,D-025
30987,지청,서울북부지청,1676,서울특별시,노원구,상계동,0,670,673,D-025
30988,지청,서울북부지청,1677,서울특별시,노원구,상계동,0,678,678,D-025
30989,지청,서울북부지청,1678,서울특별시,노원구,상계동,0,401,688,D-025
30990,지청,서울북부지청,1679,서울특별시,노원구,상계동,0,406,1283,D-025
30991,지청,서울북부지청,1680,서울특별시,노원구,상계동,0,407,449,D-025
30992,지청,서울북부지청,1681,서울특별시,노원구,상계동,0,167,439,D-025
30993,지청,서울북부지청,1682,서울특별시,노원구,상계동,0,169,389,D-025
30994,지청,서울북부지청,1683,서울특별시,노원구,상계동,0,169,173,D-025
30995,지청,서울북부지청,1684,서울특별시,노원구,상계동,0,169,1318,D-026
30996,지청,서울북부지청,1685,서울특별시,노원구,상계동,0,365,436,D-026
30997,지청,서울북부지청,1686,서울특별시,노원구,상계동,0,820,820,D-026
30998,지청,서울북부지청,1687,서울특별시,노원구,상계동,0,694,697,D-026
30999,지청,서울북부지청,1688,서울특별시,노원구,상계동,0,580,694,D-026
31000,지청,서울북부지청,1689,서울특별시,노원구,상계동,0,700,739,D-026
31001,지청,서울북부지청,1690,서울특별시,노원구,상계동,0,692,692,D-026
31002,지청,서울북부지청,1691,서울특별시,노원구,상계동,0,364,1251,D-026
31003,지청,서울북부지청,1692,서울특별시,노원구,상계동,0,348,1305,D-026
31004,지청,서울북부지청,1693,서울특별시,노원구,상계동,0,336,1310,D-026
31005,지청,서울북부지청,1694,서울특별시,노원구,상계동,0,689,694,D-026
31006,지청,서울북부지청,1695,서울특별시,노원구,상계동,0,292,719,D-026
31007,지청,서울북부지청,1696,서울특별시,노원구,상계동,0,177,1319,D-026
31008,지청,서울북부지청,1697,서울특별시,노원구,상계동,0,176,1299,D-026
31009,지청,서울북부지청,1698,서울특별시,노원구,상계동,0,173,1284,D-026
31010,지청,서울북부지청,1699,서울특별시,노원구,상계동,0,173,173,D-026
31014,지청,서울북부지청,1702,서울특별시,노원구,상계동,0,180,1300,D-026
31015,지청,서울북부지청,1703,서울특별시,노원구,상계동,0,178,1282,D-026
31016,지청,서울북부지청,1704,서울특별시,노원구,상계동,0,180,1279,D-026
31017,지청,서울북부지청,1705,서울특별시,노원구,상계동,0,193,1309,D-026
31076,지청,서울북부지청,1751,서울특별시,노원구,상계동,0,719,729,D-026
31077,지청,서울북부지청,1752,서울특별시,노원구,상계동,0,719,723,D-026
31078,지청,서울북부지청,1753,서울특별시,노원구,상계동,0,721,721,D-026
31079,지청,서울북부지청,1754,서울특별시,노원구,상계동,0,757,757,D-026
31080,지청,서울북부지청,1755,서울특별시,노원구,상계동,0,751,755,D-026
31081,지청,서울북부지청,1756,서울특별시,노원구,상계동,0,747,749,D-026
31082,지청,서울북부지청,1757,서울특별시,노원구,상계동,0,205,761,D-026
31086,지청,서울북부지청,1761,서울특별시,노원구,상계동,0,737,738,D-026
31087,지청,서울북부지청,1762,서울특별시,노원구,상계동,0,729,747,D-026
31088,지청,서울북부지청,1763,서울특별시,노원구,상계동,0,746,747,D-026
31089,지청,서울북부지청,1764,서울특별시,노원구,상계동,0,740,743,D-026
31090,지청,서울북부지청,1765,서울특별시,노원구,상계동,0,767,768,D-026
31091,지청,서울북부지청,1766,서울특별시,노원구,상계동,0,765,765,D-026
31092,지청,서울북부지청,1767,서울특별시,노원구,상계동,0,747,764,D-026
31094,지청,서울북부지청,1769,서울특별시,노원구,상계동,0,766,766,D-026
31095,지청,서울북부지청,1770,서울특별시,노원구,상계동,0,767,770,D-026
31097,지청,서울북부지청,1772,서울특별시,노원구,상계동,0,711,1322,D-026
31197,지청,서울북부지청,1864,서울특별시,노원구,월계동,0,320,320,D-027
31198,지청,서울북부지청,1865,서울특별시,노원구,월계동,0,320,320,D-027
31199,지청,서울북부지청,1866,서울특별시,노원구,월계동,0,748,950,D-027
31201,지청,서울북부지청,1867,서울특별시,노원구,월계동,0,263,946,D-027
31203,지청,서울북부지청,1868,서울특별시,노원구,월계동,0,775,777,D-027
31204,지청,서울북부지청,1869,서울특별시,노원구,월계동,0,766,774,D-027
31206,지청,서울북부지청,1870,서울특별시,노원구,월계동,0,799,923,D-027
31208,지청,서울북부지청,1871,서울특별시,노원구,월계동,0,898,939,D-027
31209,지청,서울북부지청,1872,서울특별시,노원구,월계동,0,900,945,D-027
31210,지청,서울북부지청,1873,서울특별시,노원구,월계동,0,803,900,D-027
31211,지청,서울북부지청,1874,서울특별시,노원구,월계동,0,778,820,D-027
31212,지청,서울북부지청,1875,서울특별시,노원구,월계동,0,780,780,D-027
31213,지청,서울북부지청,1876,서울특별시,노원구,월계동,0,781,781,D-027
31214,지청,서울북부지청,1877,서울특별시,노원구,월계동,0,602,602,D-027
31215,지청,서울북부지청,1878,서울특별시,노원구,월계동,0,648,648,D-027
31216,지청,서울북부지청,1879,서울특별시,노원구,월계동,0,633,633,D-027
31217,지청,서울북부지청,1880,서울특별시,노원구,월계동,0,556,600,D-027
31218,지청,서울북부지청,1881,서울특별시,노원구,월계동,0,556,581,D-027
31219,지청,서울북부지청,1882,서울특별시,노원구,월계동,0,554,620,D-027
31220,지청,서울북부지청,1883,서울특별시,노원구,월계동,0,845,947,D-027
31221,지청,서울북부지청,1884,서울특별시,노원구,월계동,0,540,936,D-027
31223,지청,서울북부지청,1885,서울특별시,노원구,월계동,0,288,942,D-027
31225,지청,서울북부지청,1886,서울특별시,노원구,월계동,0,85,414,D-027
31226,지청,서울북부지청,1887,서울특별시,노원구,월계동,0,363,941,D-027
31228,지청,서울북부지청,1888,서울특별시,노원구,월계동,0,508,874,D-027
31230,지청,서울북부지청,1889,서울특별시,노원구,월계동,0,949,949,D-028
31231,지청,서울북부지청,1890,서울특별시,노원구,월계동,0,466,505,D-028
31232,지청,서울북부지청,1891,서울특별시,노원구,월계동,0,382,516,D-028
31233,지청,서울북부지청,1892,서울특별시,노원구,월계동,0,378,391,D-028
31234,지청,서울북부지청,1893,서울특별시,노원구,월계동,0,383,412,D-028
31235,지청,서울북부지청,1894,서울특별시,노원구,월계동,0,383,926,D-028
31236,지청,서울북부지청,1895,서울특별시,노원구,월계동,0,36,68,D-028
31237,지청,서울북부지청,1896,서울특별시,노원구,월계동,0,403,943,D-028
31238,지청,서울북부지청,1897,서울특별시,노원구,월계동,0,447,447,D-028
31239,지청,서울북부지청,1898,서울특별시,노원구,월계동,0,469,496,D-028
31240,지청,서울북부지청,1899,서울특별시,노원구,월계동,0,438,480,D-028
31241,지청,서울북부지청,1900,서울특별시,노원구,월계동,0,68,479,D-028
31242,지청,서울북부지청,1901,서울특별시,노원구,월계동,0,73,929,D-028
31243,지청,서울북부지청,1902,서울특별시,노원구,월계동,0,47,489,D-028
31244,지청,서울북부지청,1903,서울특별시,노원구,월계동,0,54,491,D-028
31245,지청,서울북부지청,1904,서울특별시,노원구,월계동,0,42,495,D-028
31246,지청,서울북부지청,1905,서울특별시,노원구,월계동,0,321,321,D-028
31247,지청,서울북부지청,1906,서울특별시,노원구,월계동,0,322,333,D-028
31248,지청,서울북부지청,1907,서울특별시,노원구,월계동,0,322,322,D-028
31249,지청,서울북부지청,1909,서울특별시,노원구,월계동,0,12,13,D-028
31250,지청,서울북부지청,1910,서울특별시,노원구,월계동,0,85,922,D-028
31251,지청,서울북부지청,1911,서울특별시,노원구,월계동,0,3,17,D-028
31252,지청,서울북부지청,1912,서울특별시,노원구,월계동,0,1,1,D-028
31253,지청,서울북부지청,1913,서울특별시,노원구,월계동,0,18,110,D-028
31254,지청,서울북부지청,1914,서울특별시,노원구,월계동,0,21,944,D-028
30971,지청,서울북부지청,1662,서울특별시,노원구,중계동,0,137,606,D-029
31012,지청,서울북부지청,1700,서울특별시,노원구,중계동,0,210,435,D-029
31013,지청,서울북부지청,1701,서울특별시,노원구,중계동,0,434,445,D-029
31018,지청,서울북부지청,1706,서울특별시,노원구,중계동,0,588,588,D-029
31019,지청,서울북부지청,1707,서울특별시,노원구,중계동,0,210,592,D-029
31020,지청,서울북부지청,1708,서울특별시,노원구,중계동,0,413,590,D-029
31021,지청,서울북부지청,1709,서울특별시,노원구,중계동,0,587,587,D-029
31022,지청,서울북부지청,1710,서울특별시,노원구,중계동,0,580,580,D-029
31023,지청,서울북부지청,1711,서울특별시,노원구,중계동,0,358,391,D-029
31024,지청,서울북부지청,1712,서울특별시,노원구,중계동,0,358,358,D-029
31025,지청,서울북부지청,1713,서울특별시,노원구,중계동,0,359,411,D-029
31026,지청,서울북부지청,1714,서울특별시,노원구,중계동,0,359,391,D-029
31027,지청,서울북부지청,1715,서울특별시,노원구,중계동,0,132,602,D-029
31028,지청,서울북부지청,1716,서울특별시,노원구,중계동,0,131,597,D-029
31030,지청,서울북부지청,1717,서울특별시,노원구,중계동,0,129,599,D-029
31031,지청,서울북부지청,1718,서울특별시,노원구,중계동,0,369,369,D-029
31032,지청,서울북부지청,1719,서울특별시,노원구,중계동,0,368,368,D-029
31034,지청,서울북부지청,1720,서울특별시,노원구,중계동,0,366,391,D-029
31035,지청,서울북부지청,1721,서울특별시,노원구,중계동,0,103,368,D-029
31037,지청,서울북부지청,1722,서울특별시,노원구,중계동,0,75,113,D-029
31039,지청,서울북부지청,1723,서울특별시,노원구,중계동,0,3,605,D-029
31041,지청,서울북부지청,1724,서울특별시,노원구,중계동,0,81,579,D-029
31042,지청,서울북부지청,1725,서울특별시,노원구,중계동,0,55,583,D-030
31043,지청,서울북부지청,1726,서울특별시,노원구,중계동,0,34,62,D-030
31044,지청,서울북부지청,1727,서울특별시,노원구,중계동,0,43,598,D-030
31046,지청,서울북부지청,1728,서울특별시,노원구,중계동,0,27,42,D-030
31047,지청,서울북부지청,1729,서울특별시,노원구,중계동,0,12,39,D-030
31049,지청,서울북부지청,1730,서울특별시,노원구,중계동,0,20,30,D-030
31051,지청,서울북부지청,1731,서울특별시,노원구,중계동,0,22,26,D-030
31053,지청,서울북부지청,1732,서울특별시,노원구,중계동,0,26,28,D-030
31056,지청,서울북부지청,1733,서울특별시,노원구,중계동,0,26,26,D-030
31057,지청,서울북부지청,1734,서울특별시,노원구,중계동,0,364,391,D-030
31058,지청,서울북부지청,1735,서울특별시,노원구,중계동,0,364,364,D-030
31059,지청,서울북부지청,1736,서울특별시,노원구,중계동,0,84,364,D-030
31060,지청,서울북부지청,1737,서울특별시,노원구,중계동,0,364,364,D-030
31061,지청,서울북부지청,1738,서울특별시,노원구,중계동,0,363,363,D-030
31062,지청,서울북부지청,1739,서울특별시,노원구,중계동,0,363,363,D-030
31063,지청,서울북부지청,1740,서울특별시,노원구,중계동,0,30,600,D-030
31065,지청,서울북부지청,1741,서울특별시,노원구,중계동,0,360,360,D-030
31066,지청,서울북부지청,1742,서울특별시,노원구,중계동,0,360,360,D-030
31067,지청,서울북부지청,1743,서울특별시,노원구,중계동,0,360,391,D-030
31068,지청,서울북부지청,1744,서울특별시,노원구,중계동,0,360,360,D-030
31069,지청,서울북부지청,1745,서울특별시,노원구,중계동,0,313,362,D-031
31070,지청,서울북부지청,1746,서울특별시,노원구,중계동,0,361,361,D-031
31083,지청,서울북부지청,1758,서울특별시,노원구,중계동,0,515,515,D-031
31084,지청,서울북부지청,1759,서울특별시,노원구,중계동,0,515,515,D-031
31085,지청,서울북부지청,1760,서울특별시,노원구,중계동,0,503,515,D-031
31093,지청,서울북부지청,1768,서울특별시,노원구,중계동,0,500,500,D-031
31096,지청,서울북부지청,1771,서울특별시,노원구,중계동,0,501,501,D-031
31098,지청,서울북부지청,1773,서울특별시,노원구,중계동,0,504,504,D-031
31099,지청,서울북부지청,1774,서울특별시,노원구,중계동,0,505,505,D-031
31102,지청,서울북부지청,1777,서울특별시,노원구,중계동,0,502,503,D-031
31103,지청,서울북부지청,1778,서울특별시,노원구,중계동,0,503,503,D-031
31104,지청,서울북부지청,1779,서울특별시,노원구,중계동,0,503,507,D-031
31106,지청,서울북부지청,1781,서울특별시,노원구,중계동,0,503,513,D-031
31107,지청,서울북부지청,1782,서울특별시,노원구,중계동,0,503,512,D-031
31108,지청,서울북부지청,1783,서울특별시,노원구,중계동,0,508,512,D-031
31110,지청,서울북부지청,1785,서울특별시,노원구,중계동,0,514,514,D-031
31111,지청,서울북부지청,1786,서울특별시,노원구,중계동,0,514,514,D-031
31112,지청,서울북부지청,1787,서울특별시,노원구,중계동,0,510,511,D-031
31114,지청,서울북부지청,1789,서울특별시,노원구,중계동,0,510,510,D-031
31117,지청,서울북부지청,1792,서울특별시,노원구,중계동,1,142,142,D-031
31071,지청,서울북부지청,1747,서울특별시,노원구,하계동,0,288,288,D-032
31072,지청,서울북부지청,1748,서울특별시,노원구,하계동,0,256,256,D-032
31073,지청,서울북부지청,1749,서울특별시,노원구,하계동,0,224,256,D-032
31075,지청,서울북부지청,1750,서울특별시,노원구,하계동,0,256,256,D-032
31100,지청,서울북부지청,1775,서울특별시,노원구,하계동,0,308,354,D-032
31101,지청,서울북부지청,1776,서울특별시,노원구,하계동,0,271,271,D-032
31105,지청,서울북부지청,1780,서울특별시,노원구,하계동,0,270,273,D-032
31109,지청,서울북부지청,1784,서울특별시,노원구,하계동,0,273,284,D-032
31113,지청,서울북부지청,1788,서울특별시,노원구,하계동,0,240,287,D-032
31115,지청,서울북부지청,1790,서울특별시,노원구,하계동,0,208,286,D-032
31116,지청,서울북부지청,1791,서울특별시,노원구,하계동,0,231,251,D-032
31137,지청,서울북부지청,1806,서울특별시,노원구,하계동,0,170,281,D-032
31138,지청,서울북부지청,1807,서울특별시,노원구,하계동,0,55,252,D-032
31139,지청,서울북부지청,1808,서울특별시,노원구,하계동,0,64,353,D-032
31141,지청,서울북부지청,1809,서울특별시,노원구,하계동,0,59,179,D-032
31142,지청,서울북부지청,1810,서울특별시,노원구,하계동,0,78,152,D-032
31162,지청,서울북부지청,1829,서울특별시,노원구,하계동,0,280,280,D-032
31163,지청,서울북부지청,1830,서울특별시,노원구,하계동,0,115,280,D-032
31164,지청,서울북부지청,1831,서울특별시,노원구,하계동,0,274,275,D-032
31195,지청,서울북부지청,1862,서울특별시,노원구,하계동,0,272,357,D-032
31196,지청,서울북부지청,1863,서울특별시,노원구,하계동,0,273,273,D-032
31317,지청,서울북부지청,2056,서울특별시,중랑구,망우동,0,320,320,D-033
31319,지청,서울북부지청,2057,서울특별시,중랑구,망우동,0,30,333,D-033
31323,지청,서울북부지청,2059,서울특별시,중랑구,망우동,0,340,358,D-033
31324,지청,서울북부지청,2060,서울특별시,중랑구,망우동,0,340,352,D-033
31325,지청,서울북부지청,2061,서울특별시,중랑구,망우동,0,206,351,D-033
31326,지청,서울북부지청,2062,서울특별시,중랑구,망우동,0,44,269,D-033
31328,지청,서울북부지청,2063,서울특별시,중랑구,망우동,0,86,580,D-033
31329,지청,서울북부지청,2064,서울특별시,중랑구,망우동,0,135,534,D-033
31330,지청,서울북부지청,2065,서울특별시,중랑구,망우동,0,146,583,D-033
31331,지청,서울북부지청,2066,서울특별시,중랑구,망우동,0,134,534,D-033
31337,지청,서울북부지청,2072,서울특별시,중랑구,망우동,0,487,534,D-033
31339,지청,서울북부지청,2073,서울특별시,중랑구,망우동,0,488,488,D-033
31355,지청,서울북부지청,2086,서울특별시,중랑구,망우동,0,489,489,D-033
31438,지청,서울북부지청,2163,서울특별시,중랑구,망우동,0,479,568,D-033
31439,지청,서울북부지청,2164,서울특별시,중랑구,망우동,0,470,534,D-033
31440,지청,서울북부지청,2165,서울특별시,중랑구,망우동,0,465,466,D-033
31441,지청,서울북부지청,2166,서울특별시,중랑구,망우동,0,464,469,D-033
31442,지청,서울북부지청,2167,서울특별시,중랑구,망우동,0,463,572,D-033
31443,지청,서울북부지청,2168,서울특별시,중랑구,망우동,0,509,512,D-033
31444,지청,서울북부지청,2169,서울특별시,중랑구,망우동,0,506,576,D-034
31445,지청,서울북부지청,2170,서울특별시,중랑구,망우동,0,515,534,D-034
31446,지청,서울북부지청,2171,서울특별시,중랑구,망우동,0,513,514,D-034
31447,지청,서울북부지청,2172,서울특별시,중랑구,망우동,0,461,462,D-034
31448,지청,서울북부지청,2173,서울특별시,중랑구,망우동,0,454,582,D-034
31449,지청,서울북부지청,2174,서울특별시,중랑구,망우동,0,474,522,D-034
31450,지청,서울북부지청,2175,서울특별시,중랑구,망우동,0,520,531,D-034
31451,지청,서울북부지청,2176,서울특별시,중랑구,망우동,0,359,401,D-034
31452,지청,서울북부지청,2177,서울특별시,중랑구,망우동,0,155,575,D-034
31453,지청,서울북부지청,2178,서울특별시,중랑구,망우동,0,132,579,D-034
31455,지청,서울북부지청,2179,서울특별시,중랑구,망우동,0,122,153,D-034
31457,지청,서울북부지청,2180,서울특별시,중랑구,망우동,0,119,577,D-034
31459,지청,서울북부지청,2181,서울특별시,중랑구,망우동,0,402,403,D-034
31460,지청,서울북부지청,2182,서울특별시,중랑구,망우동,0,408,410,D-034
31461,지청,서울북부지청,2183,서울특별시,중랑구,망우동,0,411,416,D-034
31462,지청,서울북부지청,2184,서울특별시,중랑구,망우동,0,440,444,D-034
31463,지청,서울북부지청,2185,서울특별시,중랑구,망우동,0,417,435,D-034
31464,지청,서울북부지청,2186,서울특별시,중랑구,망우동,0,113,430,D-034
31465,지청,서울북부지청,2187,서울특별시,중랑구,망우동,0,113,436,D-034
31466,지청,서울북부지청,2188,서울특별시,중랑구,망우동,0,437,442,D-034
31392,지청,서울북부지청,2118,서울특별시,중랑구,면목동,0,190,1533,D-035
31399,지청,서울북부지청,2124,서울특별시,중랑구,면목동,0,184,1535,D-035
31400,지청,서울북부지청,2125,서울특별시,중랑구,면목동,0,185,185,D-035
31401,지청,서울북부지청,2126,서울특별시,중랑구,면목동,0,186,186,D-035
31402,지청,서울북부지청,2127,서울특별시,중랑구,면목동,0,191,191,D-035
31403,지청,서울북부지청,2128,서울특별시,중랑구,면목동,0,182,182,D-035
31404,지청,서울북부지청,2129,서울특별시,중랑구,면목동,0,183,294,D-035
31405,지청,서울북부지청,2130,서울특별시,중랑구,면목동,0,180,180,D-035
31406,지청,서울북부지청,2131,서울특별시,중랑구,면목동,0,181,1532,D-035
31407,지청,서울북부지청,2132,서울특별시,중랑구,면목동,0,192,192,D-035
31408,지청,서울북부지청,2133,서울특별시,중랑구,면목동,0,193,1520,D-035
31409,지청,서울북부지청,2134,서울특별시,중랑구,면목동,0,177,178,D-035
31410,지청,서울북부지청,2135,서울특별시,중랑구,면목동,0,176,179,D-035
31415,지청,서울북부지청,2140,서울특별시,중랑구,면목동,0,144,1536,D-035
31416,지청,서울북부지청,2141,서울특별시,중랑구,면목동,0,141,143,D-035
31417,지청,서울북부지청,2142,서울특별시,중랑구,면목동,0,135,137,D-035
31418,지청,서울북부지청,2143,서울특별시,중랑구,면목동,0,132,1534,D-035
31419,지청,서울북부지청,2144,서울특별시,중랑구,면목동,0,131,1503,D-035
31420,지청,서울북부지청,2145,서울특별시,중랑구,면목동,0,119,1505,D-035
31421,지청,서울북부지청,2146,서울특별시,중랑구,면목동,0,120,282,D-035
31422,지청,서울북부지청,2147,서울특별시,중랑구,면목동,0,139,148,D-036
31430,지청,서울북부지청,2155,서울특별시,중랑구,면목동,0,91,1541,D-036
31431,지청,서울북부지청,2156,서울특별시,중랑구,면목동,0,89,90,D-036
31432,지청,서울북부지청,2157,서울특별시,중랑구,면목동,0,88,210,D-036
31433,지청,서울북부지청,2158,서울특별시,중랑구,면목동,0,86,87,D-036
31434,지청,서울북부지청,2159,서울특별시,중랑구,면목동,0,96,1255,D-036
31435,지청,서울북부지청,2160,서울특별시,중랑구,면목동,0,97,1283,D-036
31436,지청,서울북부지청,2161,서울특별시,중랑구,면목동,0,48,121,D-036
31437,지청,서울북부지청,2162,서울특별시,중랑구,면목동,0,74,103,D-036
31467,지청,서울북부지청,2189,서울특별시,중랑구,면목동,0,15,46,D-036
31468,지청,서울북부지청,2190,서울특별시,중랑구,면목동,0,1,1517,D-036
31469,지청,서울북부지청,2191,서울특별시,중랑구,면목동,0,5,1322,D-036
31470,지청,서울북부지청,2192,서울특별시,중랑구,면목동,0,49,1530,D-036
31471,지청,서울북부지청,2193,서울특별시,중랑구,면목동,0,56,1524,D-036
31473,지청,서울북부지청,2194,서울특별시,중랑구,면목동,0,481,494,D-036
31474,지청,서울북부지청,2195,서울특별시,중랑구,면목동,0,507,1075,D-036
31475,지청,서울북부지청,2196,서울특별시,중랑구,면목동,0,507,1077,D-036
31476,지청,서울북부지청,2197,서울특별시,중랑구,면목동,0,105,1216,D-036
31477,지청,서울북부지청,2198,서울특별시,중랑구,면목동,0,105,1526,D-036
31478,지청,서울북부지청,2199,서울특별시,중랑구,면목동,0,72,104,D-036
31479,지청,서울북부지청,2200,서울특별시,중랑구,면목동,0,22,1546,D-037
31480,지청,서울북부지청,2201,서울특별시,중랑구,면목동,0,20,1538,D-037
31481,지청,서울북부지청,2202,서울특별시,중랑구,면목동,0,70,71,D-037
31482,지청,서울북부지청,2203,서울특별시,중랑구,면목동,0,68,69,D-037
31483,지청,서울북부지청,2204,서울특별시,중랑구,면목동,0,107,1180,D-037
31484,지청,서울북부지청,2205,서울특별시,중랑구,면목동,0,114,413,D-037
31485,지청,서울북부지청,2206,서울특별시,중랑구,면목동,0,109,113,D-037
31486,지청,서울북부지청,2207,서울특별시,중랑구,면목동,0,65,67,D-037
31487,지청,서울북부지청,2208,서울특별시,중랑구,면목동,0,61,1540,D-037
31488,지청,서울북부지청,2209,서울특별시,중랑구,면목동,0,111,410,D-037
31489,지청,서울북부지청,2210,서울특별시,중랑구,면목동,0,428,458,D-037
31490,지청,서울북부지청,2211,서울특별시,중랑구,면목동,0,58,454,D-037
31491,지청,서울북부지청,2212,서울특별시,중랑구,면목동,0,465,469,D-037
31492,지청,서울북부지청,2213,서울특별시,중랑구,면목동,0,459,463,D-037
31493,지청,서울북부지청,2214,서울특별시,중랑구,면목동,0,470,1326,D-037
31494,지청,서울북부지청,2215,서울특별시,중랑구,면목동,0,150,284,D-037
31495,지청,서울북부지청,2216,서울특별시,중랑구,면목동,0,149,155,D-037
31496,지청,서울북부지청,2217,서울특별시,중랑구,면목동,0,547,1531,D-037
31497,지청,서울북부지청,2218,서울특별시,중랑구,면목동,0,118,542,D-037
31498,지청,서울북부지청,2219,서울특별시,중랑구,면목동,0,115,543,D-037
31499,지청,서울북부지청,2220,서울특별시,중랑구,면목동,0,501,552,D-037
31500,지청,서울북부지청,2221,서울특별시,중랑구,면목동,0,498,573,D-037
31501,지청,서울북부지청,2222,서울특별시,중랑구,면목동,0,564,1508,D-038
31502,지청,서울북부지청,2223,서울특별시,중랑구,면목동,0,156,157,D-038
