SNO,TYPE1,TYPE2,ZIPCODE,SIDO,SIGUNGU,DONG,BUNJITYPE,STARTBUNJI,ENDBUNJI,DRIVER
31503,지청,서울북부지청,2224,서울특별시,중랑구,면목동,0,158,161,D-038
31504,지청,서울북부지청,2225,서울특별시,중랑구,면목동,0,162,162,D-038
31505,지청,서울북부지청,2226,서울특별시,중랑구,면목동,0,164,164,D-038
31506,지청,서울북부지청,2227,서울특별시,중랑구,면목동,0,584,1509,D-038
31507,지청,서울북부지청,2228,서울특별시,중랑구,면목동,0,495,605,D-038
31508,지청,서울북부지청,2230,서울특별시,중랑구,면목동,0,174,194,D-038
31509,지청,서울북부지청,2231,서울특별시,중랑구,면목동,0,175,175,D-038
31510,지청,서울북부지청,2232,서울특별시,중랑구,면목동,0,172,172,D-038
31511,지청,서울북부지청,2233,서울특별시,중랑구,면목동,0,173,173,D-038
31512,지청,서울북부지청,2234,서울특별시,중랑구,면목동,0,171,171,D-038
31513,지청,서울북부지청,2235,서울특별시,중랑구,면목동,0,169,1518,D-038
31514,지청,서울북부지청,2236,서울특별시,중랑구,면목동,0,168,168,D-038
31515,지청,서울북부지청,2237,서울특별시,중랑구,면목동,0,637,1511,D-038
31516,지청,서울북부지청,2238,서울특별시,중랑구,면목동,0,630,649,D-038
31517,지청,서울북부지청,2239,서울특별시,중랑구,면목동,0,632,650,D-038
31518,지청,서울북부지청,2240,서울특별시,중랑구,면목동,0,351,1522,D-038
31519,지청,서울북부지청,2241,서울특별시,중랑구,면목동,0,339,1522,D-038
31520,지청,서울북부지청,2242,서울특별시,중랑구,면목동,0,639,1529,D-038
31521,지청,서울북부지청,2243,서울특별시,중랑구,면목동,0,346,377,D-039
31522,지청,서울북부지청,2244,서울특별시,중랑구,면목동,0,349,374,D-039
31523,지청,서울북부지청,2245,서울특별시,중랑구,면목동,0,379,390,D-039
31524,지청,서울북부지청,2246,서울특별시,중랑구,면목동,0,383,656,D-039
31525,지청,서울북부지청,2247,서울특별시,중랑구,면목동,0,646,727,D-039
31526,지청,서울북부지청,2248,서울특별시,중랑구,면목동,0,718,1521,D-039
31527,지청,서울북부지청,2249,서울특별시,중랑구,면목동,0,577,1097,D-039
31528,지청,서울북부지청,2250,서울특별시,중랑구,면목동,0,524,1326,D-039
31529,지청,서울북부지청,2251,서울특별시,중랑구,면목동,0,580,1528,D-039
31530,지청,서울북부지청,2252,서울특별시,중랑구,면목동,0,354,1101,D-039
31531,지청,서울북부지청,2253,서울특별시,중랑구,면목동,0,365,1380,D-039
31532,지청,서울북부지청,2254,서울특별시,중랑구,면목동,0,378,1382,D-039
31533,지청,서울북부지청,2255,서울특별시,중랑구,면목동,0,392,1425,D-039
31534,지청,서울북부지청,2256,서울특별시,중랑구,면목동,0,1339,1537,D-039
31535,지청,서울북부지청,2257,서울특별시,중랑구,면목동,0,1341,1502,D-039
31537,지청,서울북부지청,2258,서울특별시,중랑구,면목동,0,580,1525,D-039
31538,지청,서울북부지청,2259,서울특별시,중랑구,면목동,0,526,1094,D-039
31540,지청,서울북부지청,2260,서울특별시,중랑구,면목동,0,527,1543,D-039
31542,지청,서울북부지청,2261,서울특별시,중랑구,면목동,0,519,519,D-039
31256,지청,서울북부지청,2001,서울특별시,중랑구,묵동,0,233,233,D-040
31257,지청,서울북부지청,2002,서울특별시,중랑구,묵동,0,234,379,D-040
31258,지청,서울북부지청,2003,서울특별시,중랑구,묵동,0,235,378,D-040
31259,지청,서울북부지청,2004,서울특별시,중랑구,묵동,0,236,395,D-040
31260,지청,서울북부지청,2005,서울특별시,중랑구,묵동,0,189,238,D-040
31261,지청,서울북부지청,2006,서울특별시,중랑구,묵동,0,189,239,D-040
31262,지청,서울북부지청,2007,서울특별시,중랑구,묵동,0,240,385,D-040
31263,지청,서울북부지청,2008,서울특별시,중랑구,묵동,0,242,394,D-040
31264,지청,서울북부지청,2009,서울특별시,중랑구,묵동,0,244,244,D-040
31265,지청,서울북부지청,2010,서울특별시,중랑구,묵동,0,245,391,D-040
31266,지청,서울북부지청,2011,서울특별시,중랑구,묵동,0,246,247,D-040
31267,지청,서울북부지청,2012,서울특별시,중랑구,묵동,0,248,249,D-040
31268,지청,서울북부지청,2013,서울특별시,중랑구,묵동,0,250,250,D-040
31273,지청,서울북부지청,2018,서울특별시,중랑구,묵동,0,160,389,D-040
31274,지청,서울북부지청,2019,서울특별시,중랑구,묵동,0,48,159,D-040
31275,지청,서울북부지청,2020,서울특별시,중랑구,묵동,0,1,387,D-040
31276,지청,서울북부지청,2021,서울특별시,중랑구,묵동,0,2,7,D-040
31277,지청,서울북부지청,2022,서울특별시,중랑구,묵동,0,8,12,D-040
31278,지청,서울북부지청,2023,서울특별시,중랑구,묵동,0,20,20,D-041
31284,지청,서울북부지청,2029,서울특별시,중랑구,묵동,0,13,13,D-041
31285,지청,서울북부지청,2030,서울특별시,중랑구,묵동,0,25,396,D-041
31286,지청,서울북부지청,2031,서울특별시,중랑구,묵동,0,55,318,D-041
31287,지청,서울북부지청,2032,서울특별시,중랑구,묵동,0,162,163,D-041
31288,지청,서울북부지청,2033,서울특별시,중랑구,묵동,0,164,189,D-041
31289,지청,서울북부지청,2034,서울특별시,중랑구,묵동,0,171,174,D-041
31290,지청,서울북부지청,2035,서울특별시,중랑구,묵동,0,120,382,D-041
31291,지청,서울북부지청,2036,서울특별시,중랑구,묵동,0,121,390,D-041
31292,지청,서울북부지청,2037,서울특별시,중랑구,묵동,0,121,226,D-041
31293,지청,서울북부지청,2038,서울특별시,중랑구,묵동,0,122,180,D-041
31294,지청,서울북부지청,2039,서울특별시,중랑구,묵동,0,122,126,D-041
31295,지청,서울북부지청,2040,서울특별시,중랑구,묵동,0,120,384,D-041
31296,지청,서울북부지청,2041,서울특별시,중랑구,묵동,0,21,23,D-041
31302,지청,서울북부지청,2045,서울특별시,중랑구,묵동,0,126,181,D-041
31303,지청,서울북부지청,2046,서울특별시,중랑구,묵동,0,128,202,D-041
31300,지청,서울북부지청,2044,서울특별시,중랑구,상봉동,0,481,481,D-042
31306,지청,서울북부지청,2048,서울특별시,중랑구,상봉동,0,222,492,D-042
31341,지청,서울북부지청,2074,서울특별시,중랑구,상봉동,0,220,303,D-042
31342,지청,서울북부지청,2075,서울특별시,중랑구,상봉동,0,482,484,D-042
31345,지청,서울북부지청,2077,서울특별시,중랑구,상봉동,0,1,1,D-042
31346,지청,서울북부지청,2078,서울특별시,중랑구,상봉동,0,497,497,D-042
31347,지청,서울북부지청,2079,서울특별시,중랑구,상봉동,0,19,495,D-042
31348,지청,서울북부지청,2080,서울특별시,중랑구,상봉동,0,497,499,D-042
31349,지청,서울북부지청,2081,서울특별시,중랑구,상봉동,0,276,292,D-042
31350,지청,서울북부지청,2082,서울특별시,중랑구,상봉동,0,178,496,D-042
31351,지청,서울북부지청,2083,서울특별시,중랑구,상봉동,0,44,44,D-042
31352,지청,서울북부지청,2084,서울특별시,중랑구,상봉동,0,29,63,D-042
31353,지청,서울북부지청,2085,서울특별시,중랑구,상봉동,0,40,40,D-042
31358,지청,서울북부지청,2087,서울특별시,중랑구,상봉동,0,99,500,D-042
31361,지청,서울북부지청,2090,서울특별시,중랑구,상봉동,0,207,222,D-042
31363,지청,서울북부지청,2091,서울특별시,중랑구,상봉동,0,190,207,D-042
31364,지청,서울북부지청,2092,서울특별시,중랑구,상봉동,0,190,307,D-042
31366,지청,서울북부지청,2093,서울특별시,중랑구,상봉동,0,304,307,D-042
31370,지청,서울북부지청,2096,서울특별시,중랑구,상봉동,0,308,502,D-043
31371,지청,서울북부지청,2097,서울특별시,중랑구,상봉동,0,190,315,D-043
31372,지청,서울북부지청,2098,서울특별시,중랑구,상봉동,0,99,160,D-043
31394,지청,서울북부지청,2119,서울특별시,중랑구,상봉동,0,136,494,D-043
31395,지청,서울북부지청,2120,서울특별시,중랑구,상봉동,0,130,160,D-043
31396,지청,서울북부지청,2121,서울특별시,중랑구,상봉동,0,129,129,D-043
31397,지청,서울북부지청,2122,서울특별시,중랑구,상봉동,0,128,128,D-043
31398,지청,서울북부지청,2123,서울특별시,중랑구,상봉동,0,127,127,D-043
31411,지청,서울북부지청,2136,서울특별시,중랑구,상봉동,0,118,121,D-043
31412,지청,서울북부지청,2137,서울특별시,중랑구,상봉동,0,112,160,D-043
31413,지청,서울북부지청,2138,서울특별시,중랑구,상봉동,0,108,111,D-043
31414,지청,서울북부지청,2139,서울특별시,중랑구,상봉동,0,122,126,D-043
31423,지청,서울북부지청,2148,서울특별시,중랑구,상봉동,0,101,102,D-043
31424,지청,서울북부지청,2149,서울특별시,중랑구,상봉동,0,89,160,D-043
31425,지청,서울북부지청,2150,서울특별시,중랑구,상봉동,0,81,501,D-043
31426,지청,서울북부지청,2151,서울특별시,중랑구,상봉동,0,83,160,D-043
31427,지청,서울북부지청,2152,서울특별시,중랑구,상봉동,0,84,86,D-043
31428,지청,서울북부지청,2153,서울특별시,중랑구,상봉동,0,87,106,D-043
31429,지청,서울북부지청,2154,서울특별시,중랑구,상봉동,0,103,107,D-043
31279,지청,서울북부지청,2024,서울특별시,중랑구,신내동,0,644,649,D-044
31280,지청,서울북부지청,2025,서울특별시,중랑구,신내동,0,656,656,D-044
31281,지청,서울북부지청,2026,서울특별시,중랑구,신내동,0,657,659,D-044
31282,지청,서울북부지청,2027,서울특별시,중랑구,신내동,0,654,655,D-044
31283,지청,서울북부지청,2028,서울특별시,중랑구,신내동,0,647,651,D-044
31298,지청,서울북부지청,2042,서울특별시,중랑구,신내동,0,779,780,D-044
31299,지청,서울북부지청,2043,서울특별시,중랑구,신내동,0,660,662,D-044
31312,지청,서울북부지청,2052,서울특별시,중랑구,신내동,0,71,713,D-044
31314,지청,서울북부지청,2053,서울특별시,중랑구,신내동,0,315,788,D-044
31315,지청,서울북부지청,2054,서울특별시,중랑구,신내동,0,393,786,D-044
31316,지청,서울북부지청,2055,서울특별시,중랑구,신내동,0,77,817,D-044
31322,지청,서울북부지청,2058,서울특별시,중랑구,신내동,0,376,795,D-044
31332,지청,서울북부지청,2067,서울특별시,중랑구,신내동,0,382,797,D-044
31333,지청,서울북부지청,2068,서울특별시,중랑구,신내동,0,383,802,D-044
31334,지청,서울북부지청,2069,서울특별시,중랑구,신내동,0,451,804,D-044
31335,지청,서울북부지청,2070,서울특별시,중랑구,신내동,0,444,482,D-044
31336,지청,서울북부지청,2071,서울특별시,중랑구,신내동,0,428,517,D-044
31344,지청,서울북부지청,2076,서울특별시,중랑구,신내동,0,546,783,D-044
31543,지청,서울북부지청,2262,서울특별시,중랑구,신내동,0,170,170,D-044
31544,지청,서울북부지청,2263,서울특별시,중랑구,신내동,0,3,831,D-044
31255,지청,서울북부지청,2000,서울특별시,중랑구,중화동,0,346,346,D-045
31269,지청,서울북부지청,2014,서울특별시,중랑구,중화동,0,307,438,D-045
31270,지청,서울북부지청,2015,서울특별시,중랑구,중화동,0,308,332,D-045
31271,지청,서울북부지청,2016,서울특별시,중랑구,중화동,0,310,331,D-045
31272,지청,서울북부지청,2017,서울특별시,중랑구,중화동,0,50,306,D-045
31305,지청,서울북부지청,2047,서울특별시,중랑구,중화동,0,20,283,D-045
31309,지청,서울북부지청,2049,서울특별시,중랑구,중화동,0,15,118,D-045
31310,지청,서울북부지청,2050,서울특별시,중랑구,중화동,0,22,453,D-045
31311,지청,서울북부지청,2051,서울특별시,중랑구,중화동,0,103,286,D-045
31359,지청,서울북부지청,2088,서울특별시,중랑구,중화동,0,287,290,D-045
31360,지청,서울북부지청,2089,서울특별시,중랑구,중화동,0,110,455,D-045
31368,지청,서울북부지청,2094,서울특별시,중랑구,중화동,0,148,457,D-045
31369,지청,서울북부지청,2095,서울특별시,중랑구,중화동,0,195,450,D-045
31373,지청,서울북부지청,2099,서울특별시,중랑구,중화동,0,387,387,D-045
31374,지청,서울북부지청,2100,서울특별시,중랑구,중화동,0,329,330,D-045
31375,지청,서울북부지청,2101,서울특별시,중랑구,중화동,0,312,313,D-045
31376,지청,서울북부지청,2102,서울특별시,중랑구,중화동,0,303,452,D-046
31377,지청,서울북부지청,2103,서울특별시,중랑구,중화동,0,50,302,D-046
31378,지청,서울북부지청,2104,서울특별시,중랑구,중화동,0,314,315,D-046
31379,지청,서울북부지청,2105,서울특별시,중랑구,중화동,0,327,328,D-046
31380,지청,서울북부지청,2106,서울특별시,중랑구,중화동,0,316,317,D-046
31381,지청,서울북부지청,2107,서울특별시,중랑구,중화동,0,299,300,D-046
31382,지청,서울북부지청,2108,서울특별시,중랑구,중화동,0,296,296,D-046
31383,지청,서울북부지청,2109,서울특별시,중랑구,중화동,0,297,298,D-046
31384,지청,서울북부지청,2110,서울특별시,중랑구,중화동,0,73,321,D-046
31385,지청,서울북부지청,2111,서울특별시,중랑구,중화동,0,318,319,D-046
31386,지청,서울북부지청,2112,서울특별시,중랑구,중화동,0,322,323,D-046
31387,지청,서울북부지청,2113,서울특별시,중랑구,중화동,0,326,326,D-046
31388,지청,서울북부지청,2114,서울특별시,중랑구,중화동,0,61,404,D-046
31389,지청,서울북부지청,2115,서울특별시,중랑구,중화동,0,210,429,D-046
31390,지청,서울북부지청,2116,서울특별시,중랑구,중화동,0,208,454,D-046
31391,지청,서울북부지청,2117,서울특별시,중랑구,중화동,0,207,207,D-046
31697,청,서울지방고용노동청,2531,서울특별시,동대문구,답십리동,0,97,97,D-047
31701,청,서울지방고용노동청,2534,서울특별시,동대문구,답십리동,0,1,1,D-047
31704,청,서울지방고용노동청,2535,서울특별시,동대문구,답십리동,0,1,1000,D-047
31706,청,서울지방고용노동청,2536,서울특별시,동대문구,답십리동,0,80,80,D-047
31708,청,서울지방고용노동청,2537,서울특별시,동대문구,답십리동,0,62,440,D-047
31709,청,서울지방고용노동청,2538,서울특별시,동대문구,답십리동,0,65,94,D-047
31711,청,서울지방고용노동청,2540,서울특별시,동대문구,답십리동,0,68,1013,D-047
31713,청,서울지방고용노동청,2541,서울특별시,동대문구,답십리동,0,231,1012,D-047
31715,청,서울지방고용노동청,2542,서울특별시,동대문구,답십리동,0,111,218,D-047
31768,청,서울지방고용노동청,2591,서울특별시,동대문구,답십리동,0,553,553,D-047
31770,청,서울지방고용노동청,2592,서울특별시,동대문구,답십리동,0,463,1008,D-047
31771,청,서울지방고용노동청,2593,서울특별시,동대문구,답십리동,0,542,1002,D-047
31773,청,서울지방고용노동청,2595,서울특별시,동대문구,답십리동,0,469,1001,D-047
31774,청,서울지방고용노동청,2596,서울특별시,동대문구,답십리동,0,467,1006,D-047
31775,청,서울지방고용노동청,2597,서울특별시,동대문구,답십리동,0,465,1009,D-047
31776,청,서울지방고용노동청,2598,서울특별시,동대문구,답십리동,0,1003,1003,D-047
31777,청,서울지방고용노동청,2599,서울특별시,동대문구,답십리동,0,53,441,D-047
31778,청,서울지방고용노동청,2600,서울특별시,동대문구,답십리동,0,36,271,D-047
31779,청,서울지방고용노동청,2601,서울특별시,동대문구,답십리동,0,274,1004,D-047
31780,청,서울지방고용노동청,2602,서울특별시,동대문구,답십리동,0,132,484,D-047
31781,청,서울지방고용노동청,2603,서울특별시,동대문구,답십리동,0,496,999,D-048
31782,청,서울지방고용노동청,2604,서울특별시,동대문구,답십리동,0,493,994,D-048
31783,청,서울지방고용노동청,2605,서울특별시,동대문구,답십리동,0,276,490,D-048
31784,청,서울지방고용노동청,2606,서울특별시,동대문구,답십리동,0,36,57,D-048
31785,청,서울지방고용노동청,2607,서울특별시,동대문구,답십리동,0,47,990,D-048
31786,청,서울지방고용노동청,2608,서울특별시,동대문구,답십리동,0,41,41,D-048
31787,청,서울지방고용노동청,2609,서울특별시,동대문구,답십리동,0,2,808,D-048
31789,청,서울지방고용노동청,2610,서울특별시,동대문구,답십리동,0,2,936,D-048
31791,청,서울지방고용노동청,2611,서울특별시,동대문구,답십리동,0,2,12,D-048
31792,청,서울지방고용노동청,2612,서울특별시,동대문구,답십리동,0,10,10,D-048
31793,청,서울지방고용노동청,2613,서울특별시,동대문구,답십리동,0,990,990,D-048
31794,청,서울지방고용노동청,2614,서울특별시,동대문구,답십리동,0,29,48,D-048
31795,청,서울지방고용노동청,2615,서울특별시,동대문구,답십리동,0,19,266,D-048
31796,청,서울지방고용노동청,2616,서울특별시,동대문구,답십리동,0,10,1014,D-048
31797,청,서울지방고용노동청,2617,서울특별시,동대문구,답십리동,0,12,19,D-048
31798,청,서울지방고용노동청,2618,서울특별시,동대문구,답십리동,0,952,952,D-048
31799,청,서울지방고용노동청,2619,서울특별시,동대문구,답십리동,0,953,960,D-048
31800,청,서울지방고용노동청,2620,서울특별시,동대문구,답십리동,0,488,998,D-048
31801,청,서울지방고용노동청,2621,서울특별시,동대문구,답십리동,0,276,488,D-048
31802,청,서울지방고용노동청,2622,서울특별시,동대문구,답십리동,0,492,961,D-048
31755,청,서울지방고용노동청,2579,서울특별시,동대문구,신설동,0,1,3,D-049
31757,청,서울지방고용노동청,2580,서울특별시,동대문구,신설동,0,4,91,D-049
31758,청,서울지방고용노동청,2581,서울특별시,동대문구,신설동,0,29,396,D-049
31759,청,서울지방고용노동청,2582,서울특별시,동대문구,신설동,0,76,102,D-049
31763,청,서울지방고용노동청,2586,서울특별시,동대문구,신설동,0,92,117,D-049
31734,청,서울지방고용노동청,2560,서울특별시,동대문구,용두동,0,9,793,D-049
31735,청,서울지방고용노동청,2561,서울특별시,동대문구,용두동,0,39,39,D-049
31736,청,서울지방고용노동청,2562,서울특별시,동대문구,용두동,0,39,39,D-049
31737,청,서울지방고용노동청,2563,서울특별시,동대문구,용두동,0,39,39,D-049
31738,청,서울지방고용노동청,2564,서울특별시,동대문구,용두동,0,39,39,D-049
31739,청,서울지방고용노동청,2565,서울특별시,동대문구,용두동,0,29,47,D-049
31740,청,서울지방고용노동청,2566,서울특별시,동대문구,용두동,0,38,790,D-049
31741,청,서울지방고용노동청,2567,서울특별시,동대문구,용두동,0,792,792,D-049
31751,청,서울지방고용노동청,2576,서울특별시,동대문구,용두동,0,230,230,D-049
31753,청,서울지방고용노동청,2577,서울특별시,동대문구,용두동,0,130,794,D-049
31754,청,서울지방고용노동청,2578,서울특별시,동대문구,용두동,0,147,767,D-049
31760,청,서울지방고용노동청,2583,서울특별시,동대문구,용두동,0,234,238,D-049
31761,청,서울지방고용노동청,2584,서울특별시,동대문구,용두동,0,112,785,D-049
31762,청,서울지방고용노동청,2585,서울특별시,동대문구,용두동,0,100,255,D-049
31764,청,서울지방고용노동청,2587,서울특별시,동대문구,용두동,0,249,255,D-049
31765,청,서울지방고용노동청,2588,서울특별시,동대문구,용두동,0,122,779,D-049
31766,청,서울지방고용노동청,2589,서울특별시,동대문구,용두동,0,47,255,D-049
31767,청,서울지방고용노동청,2590,서울특별시,동대문구,용두동,0,34,791,D-049
31545,청,서울지방고용노동청,2400,서울특별시,동대문구,이문동,0,251,256,D-050
31546,청,서울지방고용노동청,2401,서울특별시,동대문구,이문동,0,255,423,D-050
31547,청,서울지방고용노동청,2402,서울특별시,동대문구,이문동,0,257,257,D-050
31548,청,서울지방고용노동청,2403,서울특별시,동대문구,이문동,0,257,292,D-050
31549,청,서울지방고용노동청,2404,서울특별시,동대문구,이문동,0,257,268,D-050
31550,청,서울지방고용노동청,2405,서울특별시,동대문구,이문동,0,257,389,D-050
31551,청,서울지방고용노동청,2406,서울특별시,동대문구,이문동,0,228,428,D-050
31552,청,서울지방고용노동청,2407,서울특별시,동대문구,이문동,0,225,225,D-050
31553,청,서울지방고용노동청,2408,서울특별시,동대문구,이문동,0,209,212,D-050
31554,청,서울지방고용노동청,2409,서울특별시,동대문구,이문동,0,217,430,D-050
31555,청,서울지방고용노동청,2410,서울특별시,동대문구,이문동,0,165,357,D-050
31556,청,서울지방고용노동청,2411,서울특별시,동대문구,이문동,0,164,256,D-050
31557,청,서울지방고용노동청,2412,서울특별시,동대문구,이문동,0,164,256,D-050
31558,청,서울지방고용노동청,2413,서울특별시,동대문구,이문동,0,163,256,D-050
31559,청,서울지방고용노동청,2414,서울특별시,동대문구,이문동,0,163,292,D-050
31560,청,서울지방고용노동청,2415,서울특별시,동대문구,이문동,0,141,163,D-050
31561,청,서울지방고용노동청,2416,서울특별시,동대문구,이문동,0,141,170,D-050
31562,청,서울지방고용노동청,2417,서울특별시,동대문구,이문동,0,134,138,D-050
31563,청,서울지방고용노동청,2418,서울특별시,동대문구,이문동,0,148,300,D-051
31564,청,서울지방고용노동청,2419,서울특별시,동대문구,이문동,0,288,363,D-051
31565,청,서울지방고용노동청,2420,서울특별시,동대문구,이문동,0,130,363,D-051
31566,청,서울지방고용노동청,2421,서울특별시,동대문구,이문동,0,7,189,D-051
31567,청,서울지방고용노동청,2422,서울특별시,동대문구,이문동,0,45,429,D-051
31568,청,서울지방고용노동청,2423,서울특별시,동대문구,이문동,0,38,180,D-051
31569,청,서울지방고용노동청,2424,서울특별시,동대문구,이문동,0,116,354,D-051
31570,청,서울지방고용노동청,2425,서울특별시,동대문구,이문동,0,87,109,D-051
31571,청,서울지방고용노동청,2426,서울특별시,동대문구,이문동,0,74,120,D-051
31572,청,서울지방고용노동청,2427,서울특별시,동대문구,이문동,0,77,126,D-051
31574,청,서울지방고용노동청,2428,서울특별시,동대문구,이문동,0,72,89,D-051
31576,청,서울지방고용노동청,2429,서울특별시,동대문구,이문동,0,71,73,D-051
31588,청,서울지방고용노동청,2440,서울특별시,동대문구,이문동,0,284,327,D-051
31589,청,서울지방고용노동청,2441,서울특별시,동대문구,이문동,0,305,317,D-051
31590,청,서울지방고용노동청,2442,서울특별시,동대문구,이문동,0,311,346,D-051
31591,청,서울지방고용노동청,2443,서울특별시,동대문구,이문동,0,319,338,D-051
31597,청,서울지방고용노동청,2448,서울특별시,동대문구,이문동,0,264,426,D-051
31598,청,서울지방고용노동청,2449,서울특별시,동대문구,이문동,0,264,264,D-051
31599,청,서울지방고용노동청,2450,서울특별시,동대문구,이문동,0,270,363,D-051
31600,청,서울지방고용노동청,2451,서울특별시,동대문구,이문동,0,280,349,D-051
31601,청,서울지방고용노동청,2452,서울특별시,동대문구,이문동,0,339,346,D-051
31671,청,서울지방고용노동청,2509,서울특별시,동대문구,장안동,0,107,107,D-052
31680,청,서울지방고용노동청,2514,서울특별시,동대문구,장안동,0,92,579,D-052
31681,청,서울지방고용노동청,2515,서울특별시,동대문구,장안동,0,92,555,D-052
31682,청,서울지방고용노동청,2516,서울특별시,동대문구,장안동,0,94,585,D-052
31683,청,서울지방고용노동청,2517,서울특별시,동대문구,장안동,0,95,95,D-052
31684,청,서울지방고용노동청,2518,서울특별시,동대문구,장안동,0,96,108,D-052
31685,청,서울지방고용노동청,2519,서울특별시,동대문구,장안동,0,313,469,D-052
31686,청,서울지방고용노동청,2520,서울특별시,동대문구,장안동,0,328,329,D-052
31687,청,서울지방고용노동청,2521,서울특별시,동대문구,장안동,0,329,329,D-052
31688,청,서울지방고용노동청,2522,서울특별시,동대문구,장안동,0,311,327,D-052
31689,청,서울지방고용노동청,2523,서울특별시,동대문구,장안동,0,308,571,D-052
31690,청,서울지방고용노동청,2524,서울특별시,동대문구,장안동,0,329,470,D-052
31691,청,서울지방고용노동청,2525,서울특별시,동대문구,장안동,0,102,125,D-052
31692,청,서울지방고용노동청,2526,서울특별시,동대문구,장안동,0,286,302,D-052
31693,청,서울지방고용노동청,2527,서울특별시,동대문구,장안동,0,289,304,D-052
31694,청,서울지방고용노동청,2528,서울특별시,동대문구,장안동,0,291,587,D-052
31695,청,서울지방고용노동청,2529,서울특별시,동대문구,장안동,0,123,543,D-052
31696,청,서울지방고용노동청,2530,서울특별시,동대문구,장안동,0,294,470,D-052
31803,청,서울지방고용노동청,2623,서울특별시,동대문구,장안동,0,141,574,D-052
31804,청,서울지방고용노동청,2624,서울특별시,동대문구,장안동,0,369,586,D-052
31805,청,서울지방고용노동청,2625,서울특별시,동대문구,장안동,0,374,394,D-052
31806,청,서울지방고용노동청,2626,서울특별시,동대문구,장안동,0,162,186,D-053
31807,청,서울지방고용노동청,2627,서울특별시,동대문구,장안동,0,183,194,D-053
31808,청,서울지방고용노동청,2628,서울특별시,동대문구,장안동,0,375,398,D-053
31809,청,서울지방고용노동청,2629,서울특별시,동대문구,장안동,0,424,581,D-053
31810,청,서울지방고용노동청,2630,서울특별시,동대문구,장안동,0,195,402,D-053
31811,청,서울지방고용노동청,2631,서울특별시,동대문구,장안동,0,192,580,D-053
31812,청,서울지방고용노동청,2632,서울특별시,동대문구,장안동,0,217,565,D-053
31813,청,서울지방고용노동청,2633,서울특별시,동대문구,장안동,0,413,472,D-053
31814,청,서울지방고용노동청,2634,서울특별시,동대문구,장안동,0,406,419,D-053
31815,청,서울지방고용노동청,2635,서울특별시,동대문구,장안동,0,403,567,D-053
31816,청,서울지방고용노동청,2636,서울특별시,동대문구,장안동,0,417,432,D-053
31817,청,서울지방고용노동청,2637,서울특별시,동대문구,장안동,0,333,469,D-053
31818,청,서울지방고용노동청,2638,서울특별시,동대문구,장안동,0,336,336,D-053
31819,청,서울지방고용노동청,2639,서울특별시,동대문구,장안동,0,338,584,D-053
31820,청,서울지방고용노동청,2640,서울특별시,동대문구,장안동,0,349,363,D-053
31821,청,서울지방고용노동청,2641,서울특별시,동대문구,장안동,0,353,356,D-053
31822,청,서울지방고용노동청,2642,서울특별시,동대문구,장안동,0,358,577,D-053
31823,청,서울지방고용노동청,2643,서울특별시,동대문구,장안동,0,359,583,D-053
31824,청,서울지방고용노동청,2644,서울특별시,동대문구,장안동,0,433,572,D-053
31825,청,서울지방고용노동청,2645,서울특별시,동대문구,장안동,0,464,472,D-053
31826,청,서울지방고용노동청,2646,서울특별시,동대문구,장안동,0,453,457,D-053
31649,청,서울지방고용노동청,2491,서울특별시,동대문구,전농동,0,96,601,D-054
31651,청,서울지방고용노동청,2492,서울특별시,동대문구,전농동,0,103,152,D-054
31652,청,서울지방고용노동청,2493,서울특별시,동대문구,전농동,0,113,152,D-054
31663,청,서울지방고용노동청,2503,서울특별시,동대문구,전농동,0,689,689,D-054
31665,청,서울지방고용노동청,2504,서울특별시,동대문구,전농동,0,694,694,D-054
31666,청,서울지방고용노동청,2505,서울특별시,동대문구,전농동,0,90,188,D-054
31667,청,서울지방고용노동청,2506,서울특별시,동대문구,전농동,0,54,295,D-054
31668,청,서울지방고용노동청,2507,서울특별시,동대문구,전농동,0,35,688,D-054
31669,청,서울지방고용노동청,2508,서울특별시,동대문구,전농동,0,38,688,D-054
31677,청,서울지방고용노동청,2512,서울특별시,동대문구,전농동,0,1,1,D-054
31699,청,서울지방고용노동청,2532,서울특별시,동대문구,전농동,0,10,42,D-054
31700,청,서울지방고용노동청,2533,서울특별시,동대문구,전농동,0,6,6,D-054
31710,청,서울지방고용노동청,2539,서울특별시,동대문구,전농동,0,295,295,D-054
31716,청,서울지방고용노동청,2543,서울특별시,동대문구,전농동,0,124,584,D-054
31718,청,서울지방고용노동청,2544,서울특별시,동대문구,전농동,0,130,209,D-054
31719,청,서울지방고용노동청,2545,서울특별시,동대문구,전농동,0,60,206,D-054
31720,청,서울지방고용노동청,2546,서울특별시,동대문구,전농동,0,60,295,D-054
31721,청,서울지방고용노동청,2547,서울특별시,동대문구,전농동,0,294,357,D-054
31722,청,서울지방고용노동청,2548,서울특별시,동대문구,전농동,0,293,355,D-054
31723,청,서울지방고용노동청,2549,서울특별시,동대문구,전농동,0,206,558,D-054
31724,청,서울지방고용노동청,2550,서울특별시,동대문구,전농동,0,209,583,D-054
31725,청,서울지방고용노동청,2551,서울특별시,동대문구,전농동,0,457,695,D-054
31726,청,서울지방고용노동청,2552,서울특별시,동대문구,전농동,0,652,652,D-054
31727,청,서울지방고용노동청,2553,서울특별시,동대문구,전농동,0,322,691,D-054
